name,Categorie,Confezionamento,"Etichette, certificazioni, premi",Link alla pagina del prodotto sul sito ufficiale del produttore,Luoghi di produzione o lavorazione,Marche,Negozi,Nome generico,NutriScore,Nutrition score  France,Origine degli ingredienti,Paesi di vendita,Quantità,acidi grassi saturi | g,additives,barcode,carboidrati | g,codice EMB,fibra alimentare | g,grassi | g,ingredients,proteine | g,sale | g,sodio | g,zuccheri | g
Lindt Piacevolmente insieme — 345g," Sugary snacks, Dolce, Chocolate candies, Cioccolatino, Assortimento di cioccolatini", Plastica,,,, Lindt,, Cioccolatini praline,E,26,, Italia, 345g,17.993035636794698,E420i - Sorbitolo; E500i - Carbonato di sodio; E200 - Acido sorbico; ; ; ; Alto rischio di sovraesposizione; ; ; E401 - Alginato di sodio; E330 - Acido citrico,3046920072380,58.2127623543358,,,35.986071273589396,"zucchero, burro di cacao, pasta di cacao, Iattosio, nocciole caramellate (nocciole, zucchetro), latte intero in polvere, grasso di palma, mandorle caramellate (mandorle, zucchero), burro anidro, nocciole, mandorle, zucchero invertito, sciroppo di glucosio, latte scremato in polvere, cacao magro, emulsionate (lecitina di soia), stabilizzante (sorbitolo),   granella di wafer (farina di frumento e di riso, zucchero, agenti lievitanti (carbonati di sodio),   olio di palma), estratto di malto d'orzo, arance, mele, aromi naturali, aromi, fibre d’ananas,  conservante (acido sorbico), addensanti (alginato di sodio, fosfati di calcio), acidificante (acido citrico)",5.609593463235995,0.13759380192843007,0.0539791069103841,55.03752077137203
Crema vegetal cacao — Valsoia — 400 g," Spreads, Breakfasts, Sweet spreads, fr",," Sustainable Palm Oil, en",,, Valsoia,,,E,20,," Italia, Spagna", 400 g,5.320681934067883,,8006040277350,63.18309796705611,,,31.037311282062653,,5.7640720952402065,0.01108475402930809,0.004433901611723236,60.96614716119449
Rigoni di Asiago Nocciolata — 700 g," Spreads, Breakfasts, Sweet spreads, fr"," Barattolo, Vetro", Biologico,,, Rigoni di Asiago,, Nocciolata crema di cacao e nocciole,D,16,," Francia, Italia", 700 g,6.306561977737836,,8001505008005,55.70796413668422,,5.25546831478153,31.53280988868918,"zucchero di canna*, pasta di NOCCIOLE 16%*, olio di girasole*, LATTE scremato in polvere*, cacao 6,5%*, burro di cacao*, lecitina di girasole, estratto di vaniglia*. *biologico.",7.357655640694142,0.10510936629563061,0.04099265285529593,53.6057768107716
Il Mio Dado - Classico con -30% di sale — Star," Groceries, Broths", Cartone," Low or no salt, Low salt, Reduced salt, 30% in meno di sale", https," Milano, Italia", Star, Eurospin, Preparato per brodo e condimento a base di glutammato,E,24,, Italia,,13.281220354418851,,8000050009406,10.43524456418624,,0.47432929837210186,21.819147725116682,"Sale iodato (31.5%) (sale, iodato di potassio 0.005%) - Grasso vegetale di palma - Esaltatore di sapidità glutammato monosodico - Estratto di lievito - Zucchero - Verdure 2.6% (cipolla 1.7%, carota 0.4%, prezzemolo 0.2%, patata 0.1%, pomodoro 0.1% e porro 0.1%) - Estratto per brodo - Estratto di carne - Aromi.",15.17853754790726,37.37714871172162,14.71559215269609,8.158463932000151
Snack cheese di mais — Noi Voi — 125 g," Cornetti, Snack", Plastica,,,, Noi Voi,, cornetti al formaggio,E,25,, Italia, 125 g,11.307100859339666,E621 - Glutammato di monosodio; ; ; ; Alto rischio di sovraesposizione,8012386510037,61.67509559639818,,1.8502528678919452,25.69795649849924,"farina di mais, olio di palma, aromi contenenti formaggio e derivati del latte (11%), esaltatore di sapidità : glutammato monosodico.",7.195427819579788,2.569795649849924,1.01147156778093,4.6256321697298635
CROWNI -NOISETTE- — Crownfield — 150 g (6x25 g)," Sugary snacks, Bars, Cereal bars"," Étui, Carton, Enveloppes, Plastique"," Punto Verde, fr",," Nutrisun GmbH, 21218, Seevetal, Allemagne", Crownfield, Lidl, Barres céréalières aux noisettes et édulcorants ,C,6,," Belgio, Francia, Germania, Italia, Paesi Bassi", 150 g (6x25 g),4.2388148273742665,E965ii - Sciroppo di maltitolo; E422 - Glicerolo; E472c - Esteri citrici di mono- e digliceridi degli acidi grassi,20377274,69.62253353962232,,7.735837059958035,12.292562999385371,"pétales de riz 52% (riz, blé 8,4%, gluten de blé, farine de blé, extrait de malt d'orge, sel de cuisine, germes de blé, lait écrémé en poudre), édulcorant (sirop de maltitol), noisettes entières et hachées, matière grasse de coco, humectant (glycérol), arôme naturel, émulsifiants  : esters citriques des mono- et diglycérides d'acides gras",8.90151113748596,1.0385096327066952,0.4090456308416167,1.0597037068435666
Cipster : The Original — Mondelez — 132 g," Salty snacks, Appetizers, Chips and fries, Crisps",,,,, Mondelez,,,E,21,," Francia, Italia", 132 g,9.871071716357777,,8000090600533,64.46414182111201,,3.726833199033038,22.15954875100725,,4.2304593070104755,3.8879935535858174,1.5310233682514103,0.7050765511684125
Rustici Esselunga con sale iodato — 300 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Pani, Breadsticks", sacchetto di plastica,,,, Esselunga,, grissini,D,12,, Italia, 300 g,1.3289172391233235,Iodato di potassio,,71.55708210664051,,3.884527314360484,8.177952240758914,"Farina di grano tenero tipo ""0"", Olio extra vergine d'oliva (6,5%), Crema di lievito, Sale iodato 2,5% (sale, iodato di potassio 0,007%), Aromi naturali,",12.675825973176316,2.657834478246647,1.0467778868171411,1.3289172391233235
mini grissini Le Veneziane — 250 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Pani, Breadsticks", Carta, Senza glutine,,, Le Veneziane,, Grissini alla farina di mais con olio extra vergine di oliva 5.9% Prodotto dietetico senza glutine,D,18,, Italia, 250 g,5.449536889172788,E503i - Carbonato d'ammonio,,76.17374640689874,,1.6967422548706483,16.198898115618015,"Amido di mais, Fecola di patate, Farina di mais (13%), Farina di riso, Olio extra vergine di oliva (5.9%), Olio vegetale di palma, Fibra di semi di Psyllium, Semi di lino, Sciroppo di glucosio, Sale, Agenti lievitanti: carbonato di ammonio, idrogeno carbonato di sodio, difosfato, Emulsionante: lecitina di soia, Aroma naturale",2.036090705844778,2.7946343021398907,1.0998882146279145,0.6188118811881188
Olio extravergine di oliva biologico — Bennet — 1 L," Cibi e bevande a base vegetale, Cibi a base vegetale, Fats, Olive tree products, Vegetable fats, Olio vegetale, Olio di oliva, Olio extra vergine di oliva",,,,, Bennet,,,,, Union Européenne," Francia, Italia", 1 L,14.737991266375547,,8019514054647,0.0,,,100.0,,0.0,,,0.0
Amore di Pane Classico — Hosta — 125 g," Apéritif, Biscuits apéritifs, Snacks salés", Plastique, Sans huile de palme,, Italie, Hosta,, Grissini con solo olio extravergine d'oliva,D,11,, Italia, 125 g,1.7060565005770485,,8005803010357,70.65081037683778,,5.017813236991319,9.634201415023332,"Farina di grano tenero typo ""O"", olio extravergine di olivia 5%, lievito, sale 1.6%, farina di grano maltato, antiossidante: estratto di romaniro",11.340257915600382,2.408550353755833,0.9483667017913594,3.412113001154097
Crema Con Nocciole e Cacao — Ecor — 400 g," Spreads, Breakfasts, Sweet spreads, fr",," Biologico, Biologico UE, Senza olio di palma; ",,, Ecor,,,E,21,, Italia, 400 g,7.414196126082524,,8019010184916,66.9337150271339,,2.0594989239118124,24.713987086941746,"*zucchero di canna, olio di girasole 14,7%, ""pasta di nocciole 13%, *cacao magro in polvere 8%, *latte scremato in polvere, emulsionante: lecitina di girasole, aroma naturale. Può contenere tracce di soia e altra frutta a guscio. *Biologico.",6.178496771735436,0.08237995695647249,0.03192223332063309,63.84446664126617
Pavesi Pavesini Cacao — 200 g, Biscotti all'uovo,,,,," Pavesini, Pavesi",,,C,10,," Francia, Italia", 200 g,1.274047649382087,,8013355500158,83.98097422176923,,4.034484223043275,3.291289760903725,"zucchero, farina di frumento, uova fresche, cacao magro 6,3%, agenti lievitanti carbonato acido di ammonio, aroma latte, soia, zucchero caramellato.",8.387480358432073,0.21977321951841003,0.08599821633329087,49.7940289633499
Cioccolato Fondente Extra Con Fave Di Cacao — Mascao — 100 g," Sugary snacks, Cioccolato, Cioccolato fondente, Cioccolato fondente con semi di cacao",,,,, Mascao,,,D,17,, Italia, 100 g,27.368421052631582,,8016225977401,32.631578947368425,,12.631578947368421,45.26315789473684,,9.473684210526317,0.0,0.0,26.31578947368421
Frollini senza glutine con miele millefiori  — Zero grano - Galbusera — 260 g," Sugary snacks, Biscuits and cakes, Biscotti, Prodotti da forno",, Senza glutine,,," Zero grano - Galbusera, Galbusera SpA Viale Orobie 9 23013  Cosio Valtellino Italy, Galbusera",, Biscotti frollini dietetici senza glutine con miele,D,18,, Italia, 260 g,9.006427314037746,E341i - Fosfato monocalcico; E500ii - Carbonato acido di sodio; E503ii - Carbonato acido di ammonio,8002190001791,76.75932369918533,,1.023457649322471,18.42223768780448,"Amido di cereali (Mais, Riso), Amido di tapioca, Zucchero, Fecola di patate, Oli vegetali non idrogenati, Burro, Nocciole, Maltodestrine da patate, Latte scremato in polvere, Uova fresche 4%, Miele 2%, Agenti lievitanti (Fosfato monocalcico, Carbonato acido di sodio, Carbonato acido di ammonio), Sale marino integrale, Aromi, Emulsionanti: Lecitina di girasole, Proteine del latte. Può contenere tracce di altra frutta a guscio.",3.0703729479674133,0.5199164858558153,0.20469152986449424,20.46915298644942
"Miel amandes — Balisto — 185 g, 10 barres de 18.5 g"," Sugary snacks, Dolce, Chocolate candies, Bars, Chocolate bars, fr"," sachet, plastique, Point vert, Tidyman wastebasket"," Sustainable farming, UTZ Certified, UTZ Certified Cacao; ",, Duitsland, Balisto,," Biscotto ai cereali integrali (36%) con crema al miele e mandorle, ricoperto di cioccolato al latte (39%)",E,27,," Austria, Francia, Germania, Italia, Paesi Bassi, Svizzera"," 185 g, 10 barres de 18.5 g",11.625449165081378,E322i - E322(i) food additive; E471 - Mono- e digliceridi degli acidi grassi; E481 - Stearoil-2-lattilato di sodio; ; ; ; Alto rischio di sovraesposizione; ; ; E500 - Carbonato di sodio; Huile de palme; E471 - Mono- et diglycérides d'acides gras alimentaires; E481 - Stéaroyl-2-lactylate de sodium,5000159419291,62.35468188543648,,,29.592052420207143,"sucre, céréales complètes 19% (flocons d'avoine complet, farine de blé complète, farine d'orge complète), huile de tournesol, farine de blé, beurre de cacao, petit-lait en poudre, amandes 5%, pâte de cacao, lait écrémé en poudre, matière grasse de karité, lactose, matière grasse du lait, émulsifiants (lécithine de soja, mono- et diglycerides d'acides gras, stéaroyl-2-lactylate de sodium), matière grasse de palme, sel, poudre à lever (carbonates de sodium), huile de noix de coco, miel, arôme naturel, extrait naturel de vanille",7.080955400549567,0.6975269499048826,0.2747833439019235,44.388078630310716
Milk Pillows — Crownfield — 750 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Breakfasts, Cereali e patate, Cereals and their products, Breakfast cereals, Filled cereals"," Carton, Sachet, Plastique",,, Allemagne, Crownfield, Lidl,,D,16,," Francia, Germania, Italia", 750 g,4.185434687288237,E322 - Lecitine; Huile de palme,20460204,74.04233268226571,,1.0961852752421575,14.449714991828438,"48% cereali estrusi (frina di frumento, integrale, farina di frumento, farina di mais integrale, farina di riso integrale), zucchero, oli vegetali (colza, palma, cocco), 8.6% latte scrcmato in polvere, maltodestrina, burro concentrato, sale da cucina, emulsionante: lecitine di girasole; aroma naturale",9.46705464981863,0.6776418065133336,0.2670705943317256,29.098736397337266
Schoko 30% weniger Zucker — Kölln — 600 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Breakfasts, Cereali e patate, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Mixed cereal flakes, Mueslis", Karton," Sustainable farming, UTZ Certified; ", https,," Kölln, Kölln Müsli", EDEKA, Hafer-Vollkorn-Müsli mit 12% Schokolade und 8% Vollmilchschokolade,B,0,," Italia, Deutschland", 600 g,4.95011385261861,,4000540003864,63.471459843576405,,11.55026565611009,12.430285896575622,"Vollkorn-Haferflocken (66%), Zucker, Kakaomasse, Hafer-Vollkornmehl (5%), Weizenmehl, Karamellsirup, Vollmilchpulver, Kakaobutter, fettarmes Kakaopulver, Magermilchpulver, Maisstärke, Gerstenmalzextrakt, Speisesalz, Emulgator Lecithine",12.210280836459239,0.24200556612802093,0.09570220115062647,14.410331437623066
Finissimo cioccolato al latte — Conad — 100 g," Sugary snacks, Cioccolato, Cioccolato al latte",,,,, Conad,,,E,25,, Italia, 100 g,18.94770433603255,E322i - E322(i) food additive,8003170002647,59.834855797997534,,1.9944951932665842,31.911923092265347,"zucchero, burro di cacao latte intero in polvere, pasta di cacao, lattosio e proteine del latte, burro concentrato, emulsionanti: lecitine (di soia); aromi. Cacao: 30% min. Può contenere tracce di frutta a guscic",5.883760820136423,0.2692568510909889,0.10570824524312897,56.84311300809766
Nutella — Ferrero — 400 g," Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Pâtes à tartiner, Pâtes à tartiner au chocolat, Pâtes à tartiner aux noisettes, Pâtes à tartiner aux noisettes et au cacao",,, http,," Ferrero, Nutella",,,E,22,," Francia, Italia", 400 g,11.073747091871462,,01171969,58.21336773983805,,3.4541963405837586,32.103707165425526,,6.095640601030163,0.09549836941613922,0.037589783706352665,57.603803679735044
Cracker integrali con riso e fibre vegetali — Galbusera — 380 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Pani, Crispbreads"," Plastica, Cartoncino",, http,," Galbusera, Galbusera SpA Viale Orobie 9 23013 Cosio Valtellino SO Italy",, Cracker integrali con riso e fibre vegetali,C,7,, Italia, 380 g,1.3316397607145785,,8002190002651,70.06473817913628,,6.965500286814717,9.73121363599115,"Farina di frumento, Riso integrale soffiato 9%, Farina di riso 8%, Olio di mais 8%, Fibre di cereali (orzo, avena) ricca in betaglucani 5%, Cruschello 1%, Lievito madre naturale 1%, Sale marino integrale, Correttore di acidità (della lievitazione) carbonato acido di sodio, Estratto di lievito, Estratto di malto d'orzo, Lievito per panificazione (lievito di birra).; ; Può contenere tracce di uova, sesamo.",11.06285339670573,1.561091534868475,0.6146029664836515,2.048676554945505
Special K — Kellogg’s," Cibi e bevande a base vegetale, Cibi a base vegetale, Breakfasts, Cereali e patate, Cereals and their products, Breakfast cereals, Chocolate cereals",,,,, Kellogg’s,,,C,8,," Francia, Italia",,3.1408679265036903,,5053827169851,78.52169816259226,,5.339475475056274,6.177040255457259,,8.794430194210335,0.8375647804009841,0.3297911322828875,21.986075485525834
Vita GI Crackers integrale all'olio extra vergine di oliva — galbusera — 200 g," Salty snacks, Appetizers, Crackers, Prodotti da forno"," Pacchetto, Plastica, Carta, Porzioni",,,," Galbusera, VitaGi, VitaGi per un'alimentazione alcalinizzante",, Crackers integrale all'olio extra vergine di oliva,C,7,, Italia, 200 g,1.7691563205711254,Carbonato di magnesio; Cloruro di potassio; Citrato di potassio; Carbonato di potassio; Carbonato di zinco,8002190002873,68.5808244268454,,6.244081131427501,12.488162262855003,"Farina di FRUMENTO, olio extra vergine di oliva 11%, cruschello di FRUMENTO 2.5%, fibra alimentare (inulina) sali minerali (carbonato di magnesio, cloruro di potassio, citrato di potassio, carbonato di potassio, carbonato di zinco), lievito madre naturale (FRUMENTO), sale, correttore di acidità (della lievitazione)  carbonato acido di sodio, lievito per panificazione (lievito di birra), estratto naturale di olive.; AVVERTENZA PER ALLERGICI: Il prodotto può contenere tracce di uova e sesamo, quindi non è idoneo al consumo da parte di soggetti allergici a tale sostanze.",10.510869904569626,1.5610202828568753,0.6150419914456089,2.0813603771425004
Frollini ai cereali con frutta — Coop — 230 g," Sugary snacks, Biscuits and cakes, Biscotti", Tubo di Plastica PP5, Biologico, http, Rudiano (BS), Coop, IperCoop, Frollini,C,9, Farina di frumento integrale, Italia, 230 g,2.5832851120112426,,8001120788061,63.032156733074316,,6.923204100190131,20.66628089608994,"Fiocchi di avena 34%, Farina di frumento integrale 32%, Olio di girasole, Zucchero di canna, Frutta* 9,7% (uvetta 5,8%, mele in pezzi 2,0%, nocciole in granella 1,9%), Succo concentrato di mela 3,3%, Agenti lievitanti (carbonati di ammonio, carbonati di sodio), Sale.",8.369843762916425,0.7233198313631479,0.2851946763660412,21.699594940894436
Biscotti Pavesini Caffe — Pavesi — 200 g, Biscotti all'uovo,,,,, Pavesi,,,D,12,, Italia, 200 g,1.2615245524216017,,8013355999785,86.20417774880944,,2.628176150878337,3.6794466112296713,"zucchero, farina di frumento, uova fresche, agente lievitante carbonato acido di ammonio, cacao magro, aromi, caffè 0,3%, zucchero caramellato",7.358893222459343,0.09251180051091744,0.03679446611229672,52.56352301756674
"Kinder Cards — Ferrero — 128 g (5 * 25,6 g)"," Sugary snacks, Biscuits and cakes, Biscotti, Chocolate biscuits"," Sachet, Plastique",,,, Ferrero,,,E,27,," Francia, Italia"," 128 g (5 * 25,6 g)",13.04002120328651,E322 - Lecitine; E500ii - Carbonato acido di sodio; Huile de palme,8000500269169,58.52107076596873,,,27.882321759872784,"Lait écrémé en poudre (28 %), sucre, huile de palme, farine de froment (1 5 %), cacao maigre (4 %), huile de tournesol, émulsifiants: lécithines (SOIA); sel, levain (carbonate d'acide de sodium), vanilline.",12.82798833819242,0.5512854492446331,0.21733368672144185,45.05698383249404
